Individual,FrameNumber,CubeEndPoint0(X),CubeEndPoint0(Y),CubeEndPoint0(Z),CubeEndPoint1(X),CubeEndPoint1(Y),CubeEndPoint1(Z),CubeEndPoint2(X),CubeEndPoint2(Y),CubeEndPoint2(Z),CubeEndPoint3(X),CubeEndPoint3(Y),CubeEndPoint3(Z),CubeEndPoint4(X),CubeEndPoint4(Y),CubeEndPoint4(Z),CubeEndPoint5(X),CubeEndPoint5(Y),CubeEndPoint5(Z),CubeEndPoint6(X),CubeEndPoint6(Y),CubeEndPoint6(Z),CubeEndPoint7(X),CubeEndPoint7(Y),CubeEndPoint7(Z),#XDIV,#YDIV,#ZDIV,
Person143,641,-0.8509237,-0.4746285,1.8250059999999997,0.986208,-0.4746285,1.8250059999999997,-0.8509237,1.040799,1.8250059999999997,0.986208,1.040799,1.8250059999999997,-0.8509237,-0.4746285,3.08759,0.986208,-0.4746285,3.08759,-0.8509237,1.040799,3.08759,0.986208,1.040799,3.08759,10,10,10,
Person143,642,-0.8509237,-0.4746285,1.8290229999999998,0.986208,-0.4746285,1.8290229999999998,-0.8509237,1.040799,1.8290229999999998,0.986208,1.040799,1.8290229999999998,-0.8509237,-0.4746285,3.091607,0.986208,-0.4746285,3.091607,-0.8509237,1.040799,3.091607,0.986208,1.040799,3.091607,10,10,10,
Person143,643,-0.8509237,-0.4746285,1.820474,0.986208,-0.4746285,1.820474,-0.8509237,1.040799,1.820474,0.986208,1.040799,1.820474,-0.8509237,-0.4746285,3.0830580000000003,0.986208,-0.4746285,3.0830580000000003,-0.8509237,1.040799,3.0830580000000003,0.986208,1.040799,3.0830580000000003,10,10,10,
Person143,644,-0.8509237,-0.4746285,1.81669,0.986208,-0.4746285,1.81669,-0.8509237,1.040799,1.81669,0.986208,1.040799,1.81669,-0.8509237,-0.4746285,3.0792740000000003,0.986208,-0.4746285,3.0792740000000003,-0.8509237,1.040799,3.0792740000000003,0.986208,1.040799,3.0792740000000003,10,10,10,
Person143,645,-0.8509237,-0.4746285,1.817628,0.986208,-0.4746285,1.817628,-0.8509237,1.040799,1.817628,0.986208,1.040799,1.817628,-0.8509237,-0.4746285,3.0802120000000004,0.986208,-0.4746285,3.0802120000000004,-0.8509237,1.040799,3.0802120000000004,0.986208,1.040799,3.0802120000000004,10,10,10,
Person143,646,-0.8509237,-0.4746285,1.8162509999999998,0.986208,-0.4746285,1.8162509999999998,-0.8509237,1.040799,1.8162509999999998,0.986208,1.040799,1.8162509999999998,-0.8509237,-0.4746285,3.078835,0.986208,-0.4746285,3.078835,-0.8509237,1.040799,3.078835,0.986208,1.040799,3.078835,10,10,10,
Person143,647,-0.8509237,-0.4746285,1.8198689999999997,0.986208,-0.4746285,1.8198689999999997,-0.8509237,1.040799,1.8198689999999997,0.986208,1.040799,1.8198689999999997,-0.8509237,-0.4746285,3.082453,0.986208,-0.4746285,3.082453,-0.8509237,1.040799,3.082453,0.986208,1.040799,3.082453,10,10,10,
Person143,648,-0.8509237,-0.4746285,1.826088,0.986208,-0.4746285,1.826088,-0.8509237,1.040799,1.826088,0.986208,1.040799,1.826088,-0.8509237,-0.4746285,3.0886720000000003,0.986208,-0.4746285,3.0886720000000003,-0.8509237,1.040799,3.0886720000000003,0.986208,1.040799,3.0886720000000003,10,10,10,
Person143,649,-0.8509237,-0.4746285,1.8321679999999998,0.986208,-0.4746285,1.8321679999999998,-0.8509237,1.040799,1.8321679999999998,0.986208,1.040799,1.8321679999999998,-0.8509237,-0.4746285,3.094752,0.986208,-0.4746285,3.094752,-0.8509237,1.040799,3.094752,0.986208,1.040799,3.094752,10,10,10,
Person143,650,-0.8509237,-0.4746285,1.8285459999999998,0.986208,-0.4746285,1.8285459999999998,-0.8509237,1.040799,1.8285459999999998,0.986208,1.040799,1.8285459999999998,-0.8509237,-0.4746285,3.09113,0.986208,-0.4746285,3.09113,-0.8509237,1.040799,3.09113,0.986208,1.040799,3.09113,10,10,10,
Person143,651,-0.8509237,-0.4746285,1.829227,0.986208,-0.4746285,1.829227,-0.8509237,1.040799,1.829227,0.986208,1.040799,1.829227,-0.8509237,-0.4746285,3.0918110000000003,0.986208,-0.4746285,3.0918110000000003,-0.8509237,1.040799,3.0918110000000003,0.986208,1.040799,3.0918110000000003,10,10,10,
Person143,652,-0.8509237,-0.4746285,1.8322849999999997,0.986208,-0.4746285,1.8322849999999997,-0.8509237,1.040799,1.8322849999999997,0.986208,1.040799,1.8322849999999997,-0.8509237,-0.4746285,3.094869,0.986208,-0.4746285,3.094869,-0.8509237,1.040799,3.094869,0.986208,1.040799,3.094869,10,10,10,
Person143,653,-0.8509237,-0.4746285,1.823191,0.986208,-0.4746285,1.823191,-0.8509237,1.040799,1.823191,0.986208,1.040799,1.823191,-0.8509237,-0.4746285,3.0857750000000004,0.986208,-0.4746285,3.0857750000000004,-0.8509237,1.040799,3.0857750000000004,0.986208,1.040799,3.0857750000000004,10,10,10,
Person143,654,-0.8509237,-0.4746285,1.824166,0.986208,-0.4746285,1.824166,-0.8509237,1.040799,1.824166,0.986208,1.040799,1.824166,-0.8509237,-0.4746285,3.0867500000000003,0.986208,-0.4746285,3.0867500000000003,-0.8509237,1.040799,3.0867500000000003,0.986208,1.040799,3.0867500000000003,10,10,10,
Person143,655,-0.8509237,-0.4746285,1.8258299999999998,0.986208,-0.4746285,1.8258299999999998,-0.8509237,1.040799,1.8258299999999998,0.986208,1.040799,1.8258299999999998,-0.8509237,-0.4746285,3.088414,0.986208,-0.4746285,3.088414,-0.8509237,1.040799,3.088414,0.986208,1.040799,3.088414,10,10,10,
Person143,656,-0.8509237,-0.4746285,1.8352179999999998,0.986208,-0.4746285,1.8352179999999998,-0.8509237,1.040799,1.8352179999999998,0.986208,1.040799,1.8352179999999998,-0.8509237,-0.4746285,3.097802,0.986208,-0.4746285,3.097802,-0.8509237,1.040799,3.097802,0.986208,1.040799,3.097802,10,10,10,
Person143,657,-0.8509237,-0.4746285,1.8328449999999998,0.986208,-0.4746285,1.8328449999999998,-0.8509237,1.040799,1.8328449999999998,0.986208,1.040799,1.8328449999999998,-0.8509237,-0.4746285,3.095429,0.986208,-0.4746285,3.095429,-0.8509237,1.040799,3.095429,0.986208,1.040799,3.095429,10,10,10,
Person143,658,-0.8509237,-0.4746285,1.8360149999999997,0.986208,-0.4746285,1.8360149999999997,-0.8509237,1.040799,1.8360149999999997,0.986208,1.040799,1.8360149999999997,-0.8509237,-0.4746285,3.098599,0.986208,-0.4746285,3.098599,-0.8509237,1.040799,3.098599,0.986208,1.040799,3.098599,10,10,10,
Person143,659,-0.8509237,-0.4746285,1.8430689999999998,0.986208,-0.4746285,1.8430689999999998,-0.8509237,1.040799,1.8430689999999998,0.986208,1.040799,1.8430689999999998,-0.8509237,-0.4746285,3.105653,0.986208,-0.4746285,3.105653,-0.8509237,1.040799,3.105653,0.986208,1.040799,3.105653,10,10,10,
Person143,660,-0.8509237,-0.4746285,1.8464319999999996,0.986208,-0.4746285,1.8464319999999996,-0.8509237,1.040799,1.8464319999999996,0.986208,1.040799,1.8464319999999996,-0.8509237,-0.4746285,3.109016,0.986208,-0.4746285,3.109016,-0.8509237,1.040799,3.109016,0.986208,1.040799,3.109016,10,10,10,
Person143,661,-0.8509237,-0.4746285,1.8446309999999997,0.986208,-0.4746285,1.8446309999999997,-0.8509237,1.040799,1.8446309999999997,0.986208,1.040799,1.8446309999999997,-0.8509237,-0.4746285,3.107215,0.986208,-0.4746285,3.107215,-0.8509237,1.040799,3.107215,0.986208,1.040799,3.107215,10,10,10,
Person143,662,-0.8509237,-0.4746285,1.842866,0.986208,-0.4746285,1.842866,-0.8509237,1.040799,1.842866,0.986208,1.040799,1.842866,-0.8509237,-0.4746285,3.1054500000000003,0.986208,-0.4746285,3.1054500000000003,-0.8509237,1.040799,3.1054500000000003,0.986208,1.040799,3.1054500000000003,10,10,10,
Person143,663,-0.8509237,-0.4746285,1.8427849999999997,0.986208,-0.4746285,1.8427849999999997,-0.8509237,1.040799,1.8427849999999997,0.986208,1.040799,1.8427849999999997,-0.8509237,-0.4746285,3.105369,0.986208,-0.4746285,3.105369,-0.8509237,1.040799,3.105369,0.986208,1.040799,3.105369,10,10,10,
Person143,664,-0.8509237,-0.4746285,1.849062,0.986208,-0.4746285,1.849062,-0.8509237,1.040799,1.849062,0.986208,1.040799,1.849062,-0.8509237,-0.4746285,3.1116460000000004,0.986208,-0.4746285,3.1116460000000004,-0.8509237,1.040799,3.1116460000000004,0.986208,1.040799,3.1116460000000004,10,10,10,
Person143,665,-0.8509237,-0.4746285,1.859451,0.986208,-0.4746285,1.859451,-0.8509237,1.040799,1.859451,0.986208,1.040799,1.859451,-0.8509237,-0.4746285,3.1220350000000003,0.986208,-0.4746285,3.1220350000000003,-0.8509237,1.040799,3.1220350000000003,0.986208,1.040799,3.1220350000000003,10,10,10,
Person143,666,-0.8509237,-0.4746285,1.858492,0.986208,-0.4746285,1.858492,-0.8509237,1.040799,1.858492,0.986208,1.040799,1.858492,-0.8509237,-0.4746285,3.1210760000000004,0.986208,-0.4746285,3.1210760000000004,-0.8509237,1.040799,3.1210760000000004,0.986208,1.040799,3.1210760000000004,10,10,10,
Person143,667,-0.8509237,-0.4746285,1.858196,0.986208,-0.4746285,1.858196,-0.8509237,1.040799,1.858196,0.986208,1.040799,1.858196,-0.8509237,-0.4746285,3.1207800000000003,0.986208,-0.4746285,3.1207800000000003,-0.8509237,1.040799,3.1207800000000003,0.986208,1.040799,3.1207800000000003,10,10,10,
Person143,668,-0.8509237,-0.4746285,1.858882,0.986208,-0.4746285,1.858882,-0.8509237,1.040799,1.858882,0.986208,1.040799,1.858882,-0.8509237,-0.4746285,3.1214660000000003,0.986208,-0.4746285,3.1214660000000003,-0.8509237,1.040799,3.1214660000000003,0.986208,1.040799,3.1214660000000003,10,10,10,
Person143,669,-0.8509237,-0.4746285,1.8593289999999998,0.986208,-0.4746285,1.8593289999999998,-0.8509237,1.040799,1.8593289999999998,0.986208,1.040799,1.8593289999999998,-0.8509237,-0.4746285,3.121913,0.986208,-0.4746285,3.121913,-0.8509237,1.040799,3.121913,0.986208,1.040799,3.121913,10,10,10,
Person143,670,-0.8509237,-0.4746285,1.8793849999999996,0.986208,-0.4746285,1.8793849999999996,-0.8509237,1.040799,1.8793849999999996,0.986208,1.040799,1.8793849999999996,-0.8509237,-0.4746285,3.141969,0.986208,-0.4746285,3.141969,-0.8509237,1.040799,3.141969,0.986208,1.040799,3.141969,10,10,10,
Person143,671,-0.8509237,-0.4746285,1.8806629999999998,0.986208,-0.4746285,1.8806629999999998,-0.8509237,1.040799,1.8806629999999998,0.986208,1.040799,1.8806629999999998,-0.8509237,-0.4746285,3.143247,0.986208,-0.4746285,3.143247,-0.8509237,1.040799,3.143247,0.986208,1.040799,3.143247,10,10,10,
Person143,672,-0.8509237,-0.4746285,1.884096,0.986208,-0.4746285,1.884096,-0.8509237,1.040799,1.884096,0.986208,1.040799,1.884096,-0.8509237,-0.4746285,3.1466800000000004,0.986208,-0.4746285,3.1466800000000004,-0.8509237,1.040799,3.1466800000000004,0.986208,1.040799,3.1466800000000004,10,10,10,
Person143,673,-0.8509237,-0.4746285,1.8848919999999998,0.986208,-0.4746285,1.8848919999999998,-0.8509237,1.040799,1.8848919999999998,0.986208,1.040799,1.8848919999999998,-0.8509237,-0.4746285,3.147476,0.986208,-0.4746285,3.147476,-0.8509237,1.040799,3.147476,0.986208,1.040799,3.147476,10,10,10,
Person143,674,-0.8509237,-0.4746285,1.8933799999999996,0.986208,-0.4746285,1.8933799999999996,-0.8509237,1.040799,1.8933799999999996,0.986208,1.040799,1.8933799999999996,-0.8509237,-0.4746285,3.155964,0.986208,-0.4746285,3.155964,-0.8509237,1.040799,3.155964,0.986208,1.040799,3.155964,10,10,10,
Person143,675,-0.8509237,-0.4746285,1.9005769999999997,0.986208,-0.4746285,1.9005769999999997,-0.8509237,1.040799,1.9005769999999997,0.986208,1.040799,1.9005769999999997,-0.8509237,-0.4746285,3.163161,0.986208,-0.4746285,3.163161,-0.8509237,1.040799,3.163161,0.986208,1.040799,3.163161,10,10,10,
Person143,676,-0.8509237,-0.4746285,1.9084649999999996,0.986208,-0.4746285,1.9084649999999996,-0.8509237,1.040799,1.9084649999999996,0.986208,1.040799,1.9084649999999996,-0.8509237,-0.4746285,3.171049,0.986208,-0.4746285,3.171049,-0.8509237,1.040799,3.171049,0.986208,1.040799,3.171049,10,10,10,
Person143,677,-0.8509237,-0.4746285,1.9138439999999997,0.986208,-0.4746285,1.9138439999999997,-0.8509237,1.040799,1.9138439999999997,0.986208,1.040799,1.9138439999999997,-0.8509237,-0.4746285,3.176428,0.986208,-0.4746285,3.176428,-0.8509237,1.040799,3.176428,0.986208,1.040799,3.176428,10,10,10,
Person143,678,-0.8509237,-0.4746285,1.9168879999999997,0.986208,-0.4746285,1.9168879999999997,-0.8509237,1.040799,1.9168879999999997,0.986208,1.040799,1.9168879999999997,-0.8509237,-0.4746285,3.179472,0.986208,-0.4746285,3.179472,-0.8509237,1.040799,3.179472,0.986208,1.040799,3.179472,10,10,10,
Person143,679,-0.8509237,-0.4746285,1.9215519999999997,0.986208,-0.4746285,1.9215519999999997,-0.8509237,1.040799,1.9215519999999997,0.986208,1.040799,1.9215519999999997,-0.8509237,-0.4746285,3.184136,0.986208,-0.4746285,3.184136,-0.8509237,1.040799,3.184136,0.986208,1.040799,3.184136,10,10,10,
Person143,680,-0.8509237,-0.4746285,1.9227019999999997,0.986208,-0.4746285,1.9227019999999997,-0.8509237,1.040799,1.9227019999999997,0.986208,1.040799,1.9227019999999997,-0.8509237,-0.4746285,3.185286,0.986208,-0.4746285,3.185286,-0.8509237,1.040799,3.185286,0.986208,1.040799,3.185286,10,10,10,
Person143,681,-0.8509237,-0.4746285,1.9229319999999999,0.986208,-0.4746285,1.9229319999999999,-0.8509237,1.040799,1.9229319999999999,0.986208,1.040799,1.9229319999999999,-0.8509237,-0.4746285,3.1855160000000002,0.986208,-0.4746285,3.1855160000000002,-0.8509237,1.040799,3.1855160000000002,0.986208,1.040799,3.1855160000000002,10,10,10,
Person143,682,-0.8509237,-0.4746285,1.9179909999999998,0.986208,-0.4746285,1.9179909999999998,-0.8509237,1.040799,1.9179909999999998,0.986208,1.040799,1.9179909999999998,-0.8509237,-0.4746285,3.180575,0.986208,-0.4746285,3.180575,-0.8509237,1.040799,3.180575,0.986208,1.040799,3.180575,10,10,10,
Person143,683,-0.8509237,-0.4746285,1.9143309999999998,0.986208,-0.4746285,1.9143309999999998,-0.8509237,1.040799,1.9143309999999998,0.986208,1.040799,1.9143309999999998,-0.8509237,-0.4746285,3.176915,0.986208,-0.4746285,3.176915,-0.8509237,1.040799,3.176915,0.986208,1.040799,3.176915,10,10,10,
Person143,684,-0.8509237,-0.4746285,1.9188989999999997,0.986208,-0.4746285,1.9188989999999997,-0.8509237,1.040799,1.9188989999999997,0.986208,1.040799,1.9188989999999997,-0.8509237,-0.4746285,3.181483,0.986208,-0.4746285,3.181483,-0.8509237,1.040799,3.181483,0.986208,1.040799,3.181483,10,10,10,
Person143,685,-0.8509237,-0.4746285,1.9111729999999998,0.986208,-0.4746285,1.9111729999999998,-0.8509237,1.040799,1.9111729999999998,0.986208,1.040799,1.9111729999999998,-0.8509237,-0.4746285,3.173757,0.986208,-0.4746285,3.173757,-0.8509237,1.040799,3.173757,0.986208,1.040799,3.173757,10,10,10,
Person143,686,-0.8509237,-0.4746285,1.8998689999999998,0.986208,-0.4746285,1.8998689999999998,-0.8509237,1.040799,1.8998689999999998,0.986208,1.040799,1.8998689999999998,-0.8509237,-0.4746285,3.162453,0.986208,-0.4746285,3.162453,-0.8509237,1.040799,3.162453,0.986208,1.040799,3.162453,10,10,10,
Person143,687,-0.8509237,-0.4746285,1.899613,0.986208,-0.4746285,1.899613,-0.8509237,1.040799,1.899613,0.986208,1.040799,1.899613,-0.8509237,-0.4746285,3.1621970000000004,0.986208,-0.4746285,3.1621970000000004,-0.8509237,1.040799,3.1621970000000004,0.986208,1.040799,3.1621970000000004,10,10,10,
Person143,688,-0.8509237,-0.4746285,1.8917309999999996,0.986208,-0.4746285,1.8917309999999996,-0.8509237,1.040799,1.8917309999999996,0.986208,1.040799,1.8917309999999996,-0.8509237,-0.4746285,3.154315,0.986208,-0.4746285,3.154315,-0.8509237,1.040799,3.154315,0.986208,1.040799,3.154315,10,10,10,
Person143,689,-0.8509237,-0.4746285,1.8826169999999998,0.986208,-0.4746285,1.8826169999999998,-0.8509237,1.040799,1.8826169999999998,0.986208,1.040799,1.8826169999999998,-0.8509237,-0.4746285,3.145201,0.986208,-0.4746285,3.145201,-0.8509237,1.040799,3.145201,0.986208,1.040799,3.145201,10,10,10,
Person143,690,-0.8509237,-0.4746285,1.8495309999999998,0.986208,-0.4746285,1.8495309999999998,-0.8509237,1.040799,1.8495309999999998,0.986208,1.040799,1.8495309999999998,-0.8509237,-0.4746285,3.112115,0.986208,-0.4746285,3.112115,-0.8509237,1.040799,3.112115,0.986208,1.040799,3.112115,10,10,10,
Person143,691,-0.8509237,-0.4746285,1.8209619999999997,0.986208,-0.4746285,1.8209619999999997,-0.8509237,1.040799,1.8209619999999997,0.986208,1.040799,1.8209619999999997,-0.8509237,-0.4746285,3.083546,0.986208,-0.4746285,3.083546,-0.8509237,1.040799,3.083546,0.986208,1.040799,3.083546,10,10,10,
Person143,692,-0.8509237,-0.4746285,1.794657,0.986208,-0.4746285,1.794657,-0.8509237,1.040799,1.794657,0.986208,1.040799,1.794657,-0.8509237,-0.4746285,3.0572410000000003,0.986208,-0.4746285,3.0572410000000003,-0.8509237,1.040799,3.0572410000000003,0.986208,1.040799,3.0572410000000003,10,10,10,
Person143,693,-0.8509237,-0.4746285,1.7537129999999999,0.986208,-0.4746285,1.7537129999999999,-0.8509237,1.040799,1.7537129999999999,0.986208,1.040799,1.7537129999999999,-0.8509237,-0.4746285,3.0162970000000002,0.986208,-0.4746285,3.0162970000000002,-0.8509237,1.040799,3.0162970000000002,0.986208,1.040799,3.0162970000000002,10,10,10,
Person143,694,-0.8509237,-0.4746285,1.7356529999999997,0.986208,-0.4746285,1.7356529999999997,-0.8509237,1.040799,1.7356529999999997,0.986208,1.040799,1.7356529999999997,-0.8509237,-0.4746285,2.998237,0.986208,-0.4746285,2.998237,-0.8509237,1.040799,2.998237,0.986208,1.040799,2.998237,10,10,10,
Person143,695,-0.8509237,-0.4746285,1.736599,0.986208,-0.4746285,1.736599,-0.8509237,1.040799,1.736599,0.986208,1.040799,1.736599,-0.8509237,-0.4746285,2.9991830000000004,0.986208,-0.4746285,2.9991830000000004,-0.8509237,1.040799,2.9991830000000004,0.986208,1.040799,2.9991830000000004,10,10,10,
Person143,696,-0.8509237,-0.4746285,1.7458579999999997,0.986208,-0.4746285,1.7458579999999997,-0.8509237,1.040799,1.7458579999999997,0.986208,1.040799,1.7458579999999997,-0.8509237,-0.4746285,3.008442,0.986208,-0.4746285,3.008442,-0.8509237,1.040799,3.008442,0.986208,1.040799,3.008442,10,10,10,
Person143,697,-0.8509237,-0.4746285,1.7451049999999997,0.986208,-0.4746285,1.7451049999999997,-0.8509237,1.040799,1.7451049999999997,0.986208,1.040799,1.7451049999999997,-0.8509237,-0.4746285,3.007689,0.986208,-0.4746285,3.007689,-0.8509237,1.040799,3.007689,0.986208,1.040799,3.007689,10,10,10,
Person143,698,-0.8509237,-0.4746285,1.7349669999999997,0.986208,-0.4746285,1.7349669999999997,-0.8509237,1.040799,1.7349669999999997,0.986208,1.040799,1.7349669999999997,-0.8509237,-0.4746285,2.997551,0.986208,-0.4746285,2.997551,-0.8509237,1.040799,2.997551,0.986208,1.040799,2.997551,10,10,10,
Person143,699,-0.8509237,-0.4746285,1.7395989999999997,0.986208,-0.4746285,1.7395989999999997,-0.8509237,1.040799,1.7395989999999997,0.986208,1.040799,1.7395989999999997,-0.8509237,-0.4746285,3.002183,0.986208,-0.4746285,3.002183,-0.8509237,1.040799,3.002183,0.986208,1.040799,3.002183,10,10,10,
Person143,700,-0.8509237,-0.4746285,1.6867799999999997,0.986208,-0.4746285,1.6867799999999997,-0.8509237,1.040799,1.6867799999999997,0.986208,1.040799,1.6867799999999997,-0.8509237,-0.4746285,2.949364,0.986208,-0.4746285,2.949364,-0.8509237,1.040799,2.949364,0.986208,1.040799,2.949364,10,10,10,
Person143,701,-0.8509237,-0.4746285,1.7413239999999996,0.986208,-0.4746285,1.7413239999999996,-0.8509237,1.040799,1.7413239999999996,0.986208,1.040799,1.7413239999999996,-0.8509237,-0.4746285,3.003908,0.986208,-0.4746285,3.003908,-0.8509237,1.040799,3.003908,0.986208,1.040799,3.003908,10,10,10,
Person143,702,-0.8509237,-0.4746285,1.7482629999999997,0.986208,-0.4746285,1.7482629999999997,-0.8509237,1.040799,1.7482629999999997,0.986208,1.040799,1.7482629999999997,-0.8509237,-0.4746285,3.010847,0.986208,-0.4746285,3.010847,-0.8509237,1.040799,3.010847,0.986208,1.040799,3.010847,10,10,10,
Person143,703,-0.8509237,-0.4746285,1.7470809999999997,0.986208,-0.4746285,1.7470809999999997,-0.8509237,1.040799,1.7470809999999997,0.986208,1.040799,1.7470809999999997,-0.8509237,-0.4746285,3.009665,0.986208,-0.4746285,3.009665,-0.8509237,1.040799,3.009665,0.986208,1.040799,3.009665,10,10,10,
Person143,704,-0.8509237,-0.4746285,1.743309,0.986208,-0.4746285,1.743309,-0.8509237,1.040799,1.743309,0.986208,1.040799,1.743309,-0.8509237,-0.4746285,3.0058930000000004,0.986208,-0.4746285,3.0058930000000004,-0.8509237,1.040799,3.0058930000000004,0.986208,1.040799,3.0058930000000004,10,10,10,
Person143,705,-0.8509237,-0.4746285,1.7406099999999998,0.986208,-0.4746285,1.7406099999999998,-0.8509237,1.040799,1.7406099999999998,0.986208,1.040799,1.7406099999999998,-0.8509237,-0.4746285,3.003194,0.986208,-0.4746285,3.003194,-0.8509237,1.040799,3.003194,0.986208,1.040799,3.003194,10,10,10,
Person143,706,-0.8509237,-0.4746285,1.7400159999999998,0.986208,-0.4746285,1.7400159999999998,-0.8509237,1.040799,1.7400159999999998,0.986208,1.040799,1.7400159999999998,-0.8509237,-0.4746285,3.0026,0.986208,-0.4746285,3.0026,-0.8509237,1.040799,3.0026,0.986208,1.040799,3.0026,10,10,10,
Person143,707,-0.8509237,-0.4746285,1.7441939999999998,0.986208,-0.4746285,1.7441939999999998,-0.8509237,1.040799,1.7441939999999998,0.986208,1.040799,1.7441939999999998,-0.8509237,-0.4746285,3.006778,0.986208,-0.4746285,3.006778,-0.8509237,1.040799,3.006778,0.986208,1.040799,3.006778,10,10,10,
Person143,708,-0.8509237,-0.4746285,1.6959529999999998,0.986208,-0.4746285,1.6959529999999998,-0.8509237,1.040799,1.6959529999999998,0.986208,1.040799,1.6959529999999998,-0.8509237,-0.4746285,2.958537,0.986208,-0.4746285,2.958537,-0.8509237,1.040799,2.958537,0.986208,1.040799,2.958537,10,10,10,
Person143,709,-0.8509237,-0.4746285,1.700532,0.986208,-0.4746285,1.700532,-0.8509237,1.040799,1.700532,0.986208,1.040799,1.700532,-0.8509237,-0.4746285,2.9631160000000003,0.986208,-0.4746285,2.9631160000000003,-0.8509237,1.040799,2.9631160000000003,0.986208,1.040799,2.9631160000000003,10,10,10,
Person143,710,-0.8509237,-0.4746285,1.710975,0.986208,-0.4746285,1.710975,-0.8509237,1.040799,1.710975,0.986208,1.040799,1.710975,-0.8509237,-0.4746285,2.9735590000000003,0.986208,-0.4746285,2.9735590000000003,-0.8509237,1.040799,2.9735590000000003,0.986208,1.040799,2.9735590000000003,10,10,10,
Person143,711,-0.8509237,-0.4746285,1.748176,0.986208,-0.4746285,1.748176,-0.8509237,1.040799,1.748176,0.986208,1.040799,1.748176,-0.8509237,-0.4746285,3.0107600000000003,0.986208,-0.4746285,3.0107600000000003,-0.8509237,1.040799,3.0107600000000003,0.986208,1.040799,3.0107600000000003,10,10,10,
Person143,712,-0.8509237,-0.4746285,1.741409,0.986208,-0.4746285,1.741409,-0.8509237,1.040799,1.741409,0.986208,1.040799,1.741409,-0.8509237,-0.4746285,3.0039930000000004,0.986208,-0.4746285,3.0039930000000004,-0.8509237,1.040799,3.0039930000000004,0.986208,1.040799,3.0039930000000004,10,10,10,
Person143,713,-0.8509237,-0.4746285,1.7499099999999999,0.986208,-0.4746285,1.7499099999999999,-0.8509237,1.040799,1.7499099999999999,0.986208,1.040799,1.7499099999999999,-0.8509237,-0.4746285,3.0124940000000002,0.986208,-0.4746285,3.0124940000000002,-0.8509237,1.040799,3.0124940000000002,0.986208,1.040799,3.0124940000000002,10,10,10,
Person143,714,-0.8509237,-0.4746285,1.675385,0.986208,-0.4746285,1.675385,-0.8509237,1.040799,1.675385,0.986208,1.040799,1.675385,-0.8509237,-0.4746285,2.9379690000000003,0.986208,-0.4746285,2.9379690000000003,-0.8509237,1.040799,2.9379690000000003,0.986208,1.040799,2.9379690000000003,10,10,10,
Person143,715,-0.8509237,-0.4746285,1.7295219999999998,0.986208,-0.4746285,1.7295219999999998,-0.8509237,1.040799,1.7295219999999998,0.986208,1.040799,1.7295219999999998,-0.8509237,-0.4746285,2.992106,0.986208,-0.4746285,2.992106,-0.8509237,1.040799,2.992106,0.986208,1.040799,2.992106,10,10,10,
Person143,716,-0.8509237,-0.4746285,1.727833,0.986208,-0.4746285,1.727833,-0.8509237,1.040799,1.727833,0.986208,1.040799,1.727833,-0.8509237,-0.4746285,2.9904170000000003,0.986208,-0.4746285,2.9904170000000003,-0.8509237,1.040799,2.9904170000000003,0.986208,1.040799,2.9904170000000003,10,10,10,
Person143,717,-0.8509237,-0.4746285,1.7301259999999998,0.986208,-0.4746285,1.7301259999999998,-0.8509237,1.040799,1.7301259999999998,0.986208,1.040799,1.7301259999999998,-0.8509237,-0.4746285,2.99271,0.986208,-0.4746285,2.99271,-0.8509237,1.040799,2.99271,0.986208,1.040799,2.99271,10,10,10,
Person143,718,-0.8509237,-0.4746285,1.7152059999999998,0.986208,-0.4746285,1.7152059999999998,-0.8509237,1.040799,1.7152059999999998,0.986208,1.040799,1.7152059999999998,-0.8509237,-0.4746285,2.97779,0.986208,-0.4746285,2.97779,-0.8509237,1.040799,2.97779,0.986208,1.040799,2.97779,10,10,10,
Person143,719,-0.8509237,-0.4746285,1.7202259999999998,0.986208,-0.4746285,1.7202259999999998,-0.8509237,1.040799,1.7202259999999998,0.986208,1.040799,1.7202259999999998,-0.8509237,-0.4746285,2.98281,0.986208,-0.4746285,2.98281,-0.8509237,1.040799,2.98281,0.986208,1.040799,2.98281,10,10,10,
Person143,720,-0.8509237,-0.4746285,1.7428759999999999,0.986208,-0.4746285,1.7428759999999999,-0.8509237,1.040799,1.7428759999999999,0.986208,1.040799,1.7428759999999999,-0.8509237,-0.4746285,3.0054600000000002,0.986208,-0.4746285,3.0054600000000002,-0.8509237,1.040799,3.0054600000000002,0.986208,1.040799,3.0054600000000002,10,10,10,
Person143,721,-0.8509237,-0.4746285,1.7456229999999997,0.986208,-0.4746285,1.7456229999999997,-0.8509237,1.040799,1.7456229999999997,0.986208,1.040799,1.7456229999999997,-0.8509237,-0.4746285,3.008207,0.986208,-0.4746285,3.008207,-0.8509237,1.040799,3.008207,0.986208,1.040799,3.008207,10,10,10,
Person143,722,-0.8509237,-0.4746285,1.703449,0.986208,-0.4746285,1.703449,-0.8509237,1.040799,1.703449,0.986208,1.040799,1.703449,-0.8509237,-0.4746285,2.9660330000000004,0.986208,-0.4746285,2.9660330000000004,-0.8509237,1.040799,2.9660330000000004,0.986208,1.040799,2.9660330000000004,10,10,10,
